BIBTEXKEY,first_name,middle_name,last_name,full_name,JOURNAL,NUMBER,PAGES,PUBLISHER,TITLE,VOLUME,YEAR,DOI,ISSN,AUTHOR_KEYWORDS,PUBLICATION_STAGE,AFFILIATIONS,Affiliation_country,Affiliation_country_code,Gender,Gender.Probability,Gender.Count,author_id,paper_id_author_id,author_order,Max,author_last,author_single,unique_name,OA,Citations
Castelvecchi2020149,Stefano,NA,Castelvecchi,Stefano Castelvecchi,Journal of the American Musicological Society,1,149 – 171,University of California Press,On âDiegesisâ and âDiegeticâ: Words and Concepts,73,2020,10.1525/jams.2020.73.1.149,30139,Diegesis/mimesis; Diegeticmusic; Film studies; Genette; Narratology; Opera,Final,"Faculty of Music, University of Cambridge",United Kingdom,GB,male,1,13,author1,Castelvecchi2020149_author1,1,1,0,1,castelvecchi_stefano,Undefined,9
Stefaniak2017697,Alexander,NA,Stefaniak,Alexander Stefaniak,Journal of the American Musicological Society,3,697 – 765,University of California Press,Clara schumann's interiorities and the cutting edge of popular pianism,70,2017,10.1525/jams.2017.70.3.697,30139,Adolph Henselt; Clara Schumann; Interiority; Piano culture; Romantic aesthetics; Virtuosity,Final,"Washington University in St. Louis, Department of Music",United States,GB,male,0.95,203,author1,Stefaniak2017697_author1,1,1,0,1,stefaniak_alexander,Undefined,5
Callahan2018439,Daniel,M.,Callahan,Daniel M. Callahan,Journal of the American Musicological Society,2,439 – 525,University of California Press,The gay divorce of music and dance: Choreomusicality and the early works of Cage-Cunningham,71,2018,10.1525/jams.2018.71.2.439,30139,Appalachian Spring; Erik Satie; John Cage; LGBTQ history; Merce Cunningham; Modern dance,Final,"Boston College, Department of Music",United States,US,male,0.97,1079,author1,Callahan2018439_author1,1,1,0,1,callahan_daniel,Undefined,9
Baade2022221,Christina,NA,Baade,Christina Baade,Journal of the American Musicological Society,2,221 – 271,University of California Press,"Vera lynn sings: Domesticity, Glamour, and National Belonging on 1950s British Television",75,2022,10.1525/jams.2022.75.2.221,30139,NA,Final,"Department of Communication Studies & Multimedia, McMaster University",Canada,CA,female,0.99,175,author1,Baade2022221_author1,1,1,0,1,baade_christina,Undefined,0
Stras2017617,Laurie,NA,Stras,Laurie Stras,Journal of the American Musicological Society,3,617 – 696,University of California Press,Voci pari Motets and convent polyphony in the 1540s: The materna lingua complex,70,2017,10.1525/jams.2017.70.3.617,30139,Convents; Equal voices; Ferrara; Performance practice; Polyphony; Renaissance,Final,"University of Southampton, Department of Music",United Kingdom,GB,female,0.64,14,author1,Stras2017617_author1,1,1,0,1,stras_laurie,Open Access,6
Fink2011179,Robert,NA,Fink,Robert Fink,Journal of the American Musicological Society,1,179 – 238,NA,Goal-directed soul? analyzing rhythmic teleology in African American Popular Music,64,2011,10.1525/jams.2011.64.1.179,30139,Motown; Norman Whitfield; Popular music; Rhythm; Teleology,Final,"University of California, Los Angeles (UCLA), Herb Alpert School of Music",United States,US,male,0.98,484,author1,Fink2011179_author1,1,1,0,1,fink_robert,Undefined,33
Grimley2011394,Daniel,M.,Grimley,Daniel M. Grimley,Journal of the American Musicological Society,2,394 – 398,NA,"Music, landscape, attunement: Listening to Sibelius's Tapiola",64,2011,10.1525/jams.2011.64.2.394,30139,NA,Final,"University of Oxford, Faculty of Music",United Kingdom,GB,male,0.97,1079,author1,Grimley2011394_author1,1,1,0,1,grimley_daniel,Undefined,30
Doe2015317,Julia,NA,Doe,Julia Doe,Journal of the American Musicological Society,2,317 – 374,University of California Press,"Opéra-comique on the Eve of revolution: Dalayrac's Sargines and the development of ""heroic"" comedy",68,2015,10.1525/jams.2015.68.2.317,30139,French revolution; Opéra-comique; Patronage; Politics; Tragédie lyrique,Final,"Columbia University, Department of Music",United States,US,female,0.98,987,author1,Doe2015317_author1,1,1,0,1,doe_julia,Undefined,1
Ward-Griffin2018595,Danielle,NA,Ward-Griffin,Danielle Ward-Griffin,Journal of the American Musicological Society,3,595 – 654,University of California Press,As seen on TV: Putting the NBC opera on stage,71,2018,10.1525/jams.2018.71.3.595,30139,America; NBC; Opera; Performance; Television,Final,"Western University, Department of Music",United States,US,female,0.96,56,author1,Ward-Griffin2018595_author1,1,1,0,1,ward-griffin_danielle,Undefined,7
Slim2009323,Harry,Colin,Slim,H. Colin Slim,Journal of the American Musicological Society,2,323 – 412,NA,Lessons with Stravinsky: The notebook of earnest Andersson (1878-1943),62,2009,10.1525/jams.2009.62.2.323,30139,Earnest Andersson; Futurama symphony; Igor Stravinsky; James Sample; Stravinsky's method of teaching composition,Final,"University of California, Irvine",United States,US,male,0.57,7,author1,Slim2009323_author1,1,1,0,1,slim_h.,Undefined,1
Revuluri2013848,Sindhumathi,NA,Revuluri,Sindhumathi Revuluri,Journal of the American Musicological Society,3,848 – 852,NA,Shifting the gaze,66,2013,10.1525/jams.2013.66.3.825,30139,NA,Final,"Department of Music, Harvard University, United States",United States,US,female,1,1,author1,Revuluri2013848_author1,1,1,0,1,revuluri_sindhumathi,Undefined,0
Monahan2011119,Seth,NA,Monahan,Seth Monahan,Journal of the American Musicological Society,1,119 – 178,NA,I have tried to capture you . . .: Rethinking the Alma Theme from Mahler's Sixth Symphony,64,2011,10.1525/jams.2011.64.1.119,30139,Alma Mahler; Alma theme; Gustav Mahler; Mahler's Sixth Symphony; Musical Autobiography,Final,"Eastman School of Music, University of Rochester",United States,US,male,0.95,66,author1,Monahan2011119_author1,1,1,0,1,monahan_seth,Undefined,11
Crook20091,David,NA,Crook,David Crook,Journal of the American Musicological Society,1,1 – 78,NA,A sixteenth-century catalog of prohibited music,62,2009,10.1525/jams.2009.62.1.1,30139,"Council of Trent, Orlando di Lasso; Counter-Reformation Bavaria; Jesuits; Music censorship",Final,"Department of Music, University of Wisconsin at Madison, Madison, WI, United States",United States,US,male,1,1143153,author1,Crook20091_author1,1,1,0,1,crook_david,Undefined,15
Grier2013605,James,NA,Grier,James Grier,Journal of the American Musicological Society,3,605 – 638,NA,Adémar de chabannes (989-1034) and musical literacy,66,2013,10.1525/jams.2013.66.3.605,30139,Adémar de chabannes; Musical literacy; Musical notation; Plainsong; Saint martial de limoges,Final,"Department of Music History, University of Western, Australia",Australia,AU,male,1,41343,author1,Grier2013605_author1,1,1,0,1,grier_james,Undefined,4
Harrán20113,Don,NA,Harrán,Don Harrán,Journal of the American Musicological Society,1,3 – 50,NA,An early modern Hebrew poem on music in its beginnings and at the end of time,64,2011,10.1525/jams.2011.64.1.3,30139,Jubal kinnor(lyre)Pythagoras; Samuel Archivolti David,Final,"Hebrew University of Jerusalem, Department of Musicology",Israel,IL,male,0.99,142,author1,Harrán20113_author1,1,1,0,1,harrán_don,Undefined,4
Zayaruznaya2012313,Anna,NA,Zayaruznaya,Anna Zayaruznaya,Journal of the American Musicological Society,2,313 – 382,NA,What Fortune can do to a minim,65,2012,10.1525/jams.2012.65.2.313,30139,Fortuna desperata; Jacob Obrecht; Jean Molinet; Josquin des Prez; Mensural notation,Final,"Yale University, Department of Music",United Kingdom,GB,female,0.99,1718,author1,Zayaruznaya2012313_author1,1,1,0,1,zayaruznaya_anna,Undefined,6
Metzer2018703,David,NA,Metzer,David Metzer,Journal of the American Musicological Society,3,703 – 748,University of California Press,Repeated borrowing: The Case of “Es ist genug”,71,2018,10.1525/jams.2018.71.3.703,30139,Alban Berg; Bernd Alois Zimmermann; Christopher Rouse; David Del Tredici; Modernism; Musical borrowing,Final,"University of British Columbia, School of Music",Canada,CA,male,0.96,1945,author1,Metzer2018703_author1,1,1,0,1,metzer_david,Undefined,4
Adlington2016179,Robert,NA,Adlington,Robert Adlington,Journal of the American Musicological Society,1,179 – 236,University of California Press,Whose voices? The fate of Luigi Nono's Voci destroying muros,69,2016,10.1525/jams.2016.69.1.179,30139,Antonio Gramsci; Communism; Luigi Nono; Realism; Voice,Final,"Music at the University of Nottingham, United Kingdom",United Kingdom,GB,male,1,140218,author1,Adlington2016179_author1,1,1,0,1,adlington_robert,Open Access,3
Saltzstein2017583,Jennifer,NA,Saltzstein,Jennifer Saltzstein,Journal of the American Musicological Society,3,583 – 616,University of California Press,Rape and repentance in two medieval motets,70,2017,10.1525/jams.2017.70.3.583,30139,Contrafactum; Motet; Pastourelle; Rape; Refrain; Violence,Final,"University of Oklahoma, School of Music",United States,US,female,0.99,278,author1,Saltzstein2017583_author1,1,1,0,1,saltzstein_jennifer,Undefined,3
Williams2021463,Gavin,NA,Williams,Gavin Williams,Journal of the American Musicological Society,3,463 – 500,University of California Press,Shellac as musical plastic,74,2021,10.1525/jams.2021.74.3.463,30139,Colonial; Gramophone; Materiality; Plastic; Shellac; Technology,Final,"King’s College London, Department of Music",United Kingdom,GB,male,1,92,author1,Williams2021463_author1,1,1,0,1,williams_gavin,Undefined,5
Dumitrescu20125,Theodor,NA,Dumitrescu,Theodor Dumitrescu,Journal of the American Musicological Society,1,5 – 65,NA,"Who was ""Prioris""? A royal composer recovered",65,2012,10.1525/jams.2012.65.1.5,30139,Archives; Blois; Denis prieur; Louis XII; Prioris,Final,"Utrecht University, Department of Media and Culture Studies",The Netherlands,NL,male,0.93,59,author1,Dumitrescu20125_author1,1,1,0,1,dumitrescu_theodor,Undefined,8
Balmer2016699,Yves,NA,Balmer,Yves Balmer,Journal of the American Musicological Society,3,699 – 791,University of California Press,Messiaen the borrower: Recomposing debussy through the deforming prism,69,2016,10.1525/jams.2016.69.3.699,30139,Claude Debussy; Compositional techniques; Musical borrowing; Olivier Messiaen; Pelléas et Mélisande,Final,"Department of Analysis, Conservatoire National Supérieur de Musique et de Danse, Paris, France; Université Libre de Bruxelles, France",France,FR,male,0.99,34480,author1,Balmer2016699_author1,1,3,0,0,balmer_yves,Undefined,8
Balmer2016699,Thomas,NA,Lacôte,Thomas Lacôte,Journal of the American Musicological Society,3,699 – 791,University of California Press,Messiaen the borrower: Recomposing debussy through the deforming prism,69,2016,10.1525/jams.2016.69.3.699,30139,Claude Debussy; Compositional techniques; Musical borrowing; Olivier Messiaen; Pelléas et Mélisande,Final,"Department of Analysis, Conservatoire National Supérieur de Musique et de Danse, Paris, France; Université Libre de Bruxelles, France",France,FR,male,0.99,192586,author2,Balmer2016699_author2,2,3,0,0,lacôte_thomas,Undefined,8
Balmer2016699,Christopher,Brent,Murray,Christopher Brent Murray,Journal of the American Musicological Society,3,699 – 791,University of California Press,Messiaen the borrower: Recomposing debussy through the deforming prism,69,2016,10.1525/jams.2016.69.3.699,30139,Claude Debussy; Compositional techniques; Musical borrowing; Olivier Messiaen; Pelléas et Mélisande,Final,"Department of Analysis, Conservatoire National Supérieur de Musique et de Danse, Paris, France; Université Libre de Bruxelles, France",France,FR,male,0.99,27053,author3,Balmer2016699_author3,3,3,1,0,murray_christopher,Undefined,8
Hepokoski200291,James,NA,Hepokoski,James Hepokoski,Journal of the American Musicological Society,1,91 – 154,NA,Beyond the sonata principle,55,2002,10.1525/jams.2002.55.1.91,30139,NA,Final,"Yale University, Department of Music",United States,US,male,0.98,601,author1,Hepokoski200291_author1,1,1,0,1,hepokoski_james,Undefined,62
Rehding2011409,Alexander,NA,Rehding,Alexander Rehding,Journal of the American Musicological Society,2,409 – 414,NA,Ecomusicology between apocalypse and nostalgia,64,2011,10.1525/jams.2011.64.2.409,30139,NA,Final,"Harvard University, Department of Music",United States ,US,male,0.95,203,author1,Rehding2011409_author1,1,1,0,1,rehding_alexander,Undefined,37
Robin2018749,William,NA,Robin,William Robin,Journal of the American Musicological Society,3,749 – 793,University of California Press,Balance problems: Neoliberalism and new music in the American university and ensemble,71,2018,10.1525/jams.2018.71.3.749,30139,Branding; Cold War; Ensemble; Neoliberalism; New music; University,Final,"Faculty of Music, University of Oxford",United Kingdom,GB,male,0.98,298,author1,Robin2018749_author1,1,1,0,1,robin_william,Undefined,14
Kirkman20011,Andrew,NA,Kirkman,Andrew Kirkman,Journal of the American Musicological Society,1,1 – 47,NA,The invention of the cyclic mass,54,2001,10.1525/jams.2001.54.1.1,30139,NA,Final,"University of Nottingham, Department of Music",United Kingdom,GB,male,0.98,589,author1,Kirkman20011_author1,1,1,0,1,kirkman_andrew,Undefined,22
Ellis2012463,Katharine,NA,Ellis,Katharine Ellis,Journal of the American Musicological Society,2,463 – 509,NA,"Mireille's homecoming? Gounod, Mistral, and the Midi",65,2012,10.1525/jams.2012.65.2.463,30139,France; Gounod; Mistral; Opera; Regionalism,Final,"Department of Music, University of Bristol",United Kingdom,GB,female,1,1,author1,Ellis2012463_author1,1,1,0,1,ellis_katharine,Open Access,14
Loges20211,Natasha,NA,Loges,Natasha Loges,Journal of the American Musicological Society,1,1 – 42,University of California Press,Detours on a winter's journey: Schubert's winterreise in nineteenth-century concerts,74,2021,NA,30139,Cycle; Performance; Schubert; Winterreise,Final,Royal College of Music ,United Kingdom,GB,female,0.99,374,author1,Loges20211_author1,1,1,0,1,loges_natasha,Undefined,1
Warfield2011289,Patrick,NA,Warfield,Patrick Warfield,Journal of the American Musicological Society,2,289 – 318,NA,The march as musical drama and the spectacle of John Philip Sousa,64,2011,10.1525/jams.2011.64.2.289,30139,Band marches; John Philip Sousa; Music and theater; Nineteenth-century American music,Final,"University of Maryland, School of Music",United States,US,male,0.99,481,author1,Warfield2011289_author1,1,1,0,1,warfield_patrick,Open Access,9
Polzonetti2014429,Pierpaolo,NA,Polzonetti,Pierpaolo Polzonetti,Journal of the American Musicological Society,2,429 – 486,University of California Press,Tartini and the tongue of saint anthony,67,2014,10.1525/jams.2014.67.2.429,30139,Catholic liturgy; Rituals of music; Sacred instrumental music; Tourism and pilgrimage; Universal language,Final,"University of Notre Dame, Cambridge University, United States",United States,US,male,1,27,author1,Polzonetti2014429_author1,1,1,0,1,polzonetti_pierpaolo,Undefined,11
Shelemay2011349,Kay,Kaufman,Shelemay,Kay Kaufman Shelemay,Journal of the American Musicological Society,2,349 – 390,NA,Musical communities: Rethinking the collective in music,64,2011,10.1525/jams.2011.64.2.349,30139,Boundary studies; Community studies; Ethiopian music; Music and social bonding; Musical communities,Final,"Harvard University, Department of Music",United States,US,female,0.67,46,author1,Shelemay2011349_author1,1,1,0,1,shelemay_kay,Open Access,132
Cheng2013840,William,NA,Cheng,William Cheng,Journal of the American Musicological Society,3,840 – 844,NA,Pleasure's discontents,66,2013,10.1525/jams.2013.66.3.825,30139,NA,Final,"Harvard Society, United States",United States,US,male,1,452552,author1,Cheng2013840_author1,1,1,0,1,cheng_william,Undefined,1
Hubbs2013852,Nadine,NA,Hubbs,Nadine Hubbs,Journal of the American Musicological Society,3,852 – 856,NA,"Country music, the queer, and the redneck",66,2013,10.1525/jams.2013.66.3.825,30139,NA,Final,"University of Michigan, United States",United States,US,female,1,21324,author1,Hubbs2013852_author1,1,1,0,1,hubbs_nadine,Undefined,2
Allen2011391,Aaron,S.,Allen,Aaron S. Allen,Journal of the American Musicological Society,2,391 – 394,NA,Ecomusicology: Ecocriticism and musicology,64,2011,10.1525/jams.2011.64.2.391,30139,NA,Final,"University of North Carolina at Greensboro, School of Music",United States,US,male,0.98,88,author1,Allen2011391_author1,1,1,0,1,allen_aaron,Undefined,68
Proksch2011319,Bryan,NA,Proksch,Bryan Proksch,Journal of the American Musicological Society,2,319 – 348,NA,"""Forward to Haydn!"": Schenker's politics and the German revival of Haydn",64,2011,10.1525/jams.2011.64.2.319,30139,Anthony van-life; Haydn; Heinrich-writings; Hoboken; Joseph-reception; Nationalism and music; Politics and music; Schenker,Final,"Lamar University, Department of Music",United States,US,male,1,79,author1,Proksch2011319_author1,1,1,0,1,proksch_bryan,Undefined,0
Abbate2016793,Carolyn,NA,Abbate,Carolyn Abbate,Journal of the American Musicological Society,3,793 – 829,University of California Press,Sound object lessons,69,2016,10.1525/jams.2016.69.3.793,30139,History of sound; Jankélévitch; Mickey-mousing; Microphone; Technological determinism,Final,"Department of Music, United States",United States,US,female,1,130620,author1,Abbate2016793_author1,1,1,0,1,abbate_carolyn,Undefined,31
Carter20161,Tim,NA,Carter,Tim Carter,Journal of the American Musicological Society,1,1 – 46,University of California Press,"Beyond drama: Monteverdi, Marino, and the Sixth Book of Madrigals (1614)",69,2016,10.1525/jams.2016.69.1.1,30139,Madrigal; Marino; Mimesis; Monteverdi; Narration,Final,"University of North Carolina at Chapel Hill, United States",United States,US,male,1,300785,author1,Carter20161_author1,1,1,0,1,carter_tim,Undefined,4
Whitesell2013835,Lloyd,NA,Whitesell,Lloyd Whitesell,Journal of the American Musicological Society,3,835 – 840,NA,Compromising positions,66,2013,10.1525/jams.2013.66.3.825,30139,NA,Final,"Schulich School of Music, McGill University, Canada",Canada,CA,male,1,3600,author1,Whitesell2013835_author1,1,1,0,1,whitesell_lloyd,Undefined,1
Mathew2018655,Nicholas,NA,Mathew,Nicholas Mathew,Journal of the American Musicological Society,3,655 – 701,University of California Press,Interesting Haydn: On attention's materials,71,2018,10.1525/jams.2018.71.3.655,30139,Attention; Haydn; Interest; London; Materialism; Urban studies,Final,"University of California, Berkeley Department of Music",United States,US,male,1,51,author1,Mathew2018655_author1,1,1,0,1,mathew_nicholas,Undefined,12
Peraino2013825,Judith,A.,Peraino,Judith A. Peraino,Journal of the American Musicological Society,3,825 – 831,NA,"The same, but different: Sexuality and musicology, then and now",66,2013,10.1525/jams.2013.66.3.825,30139,NA,Final,"Department of Music, Cornell University, United States, United States",United States,US,female,1,64215,author1,Peraino2013825_author1,1,1,0,1,peraino_judith,Undefined,3
Kramer200197,Lawrence,NA,Kramer,Lawrence Kramer,Journal of the American Musicological Society,1,97 – 125,NA,Chopin at the funeral: Episodes in the history of modern death,54,2001,10.1525/jams.2001.54.1.97,30139,NA,Final,"Fordham University, Department of Music",United States,US,male,0.98,124,author1,Kramer200197_author1,1,1,0,1,kramer_lawrence,Undefined,25
Aspden200239,Suzanne,NA,Aspden,Suzanne Aspden,Journal of the American Musicological Society,1,39 – 90,NA,"""fam'd handel breathing, tho' transformed to stone"": The composer as monument",55,2002,10.1525/jams.2002.55.1.39,30139,NA,Final,"University of Oxford, Faculty of Music",United Kingdom,GB,female,1,19,author1,Aspden200239_author1,1,1,0,1,aspden_suzanne,Undefined,30
Burford2012113,Mark,NA,Burford,Mark Burford,Journal of the American Musicological Society,1,113 – 178,NA,Sam cooke as pop album artist- A reinvention in three songs,65,2012,10.1525/jams.2012.65.1.113,30139,African American vocalists; Long-playing album; Popular music; Reception history; Sam Cooke,Final,"Reed College, Department of Music",United States,GB,male,0.99,196,author1,Burford2012113_author1,1,1,0,1,burford_mark,Undefined,9
Goehr201151,Lydia,NA,Goehr,Lydia Goehr,Journal of the American Musicological Society,1,51 – 118,NA,"Contest, myth, and prophecy in wagner's: Die meistersinger von nürnberg",64,2011,10.1525/jams.2011.64.1.51,30139,Albrecht Dürer; Contest; Die Meistersinger; King David; Richard Wagner,Final,"Columbia University, Department of Philosophy",United States,US,female,0.99,763,author1,Goehr201151_author1,1,1,0,1,goehr_lydia,Undefined,7
Pierrot2011601,Julie,NA,Pedneault-Deslauriers,Julie Pedneault-Deslauriers,Journal of the American Musicological Society,3,601 – 645,NA,L. Perriot,64,2011,10.1525/jams.2011.64.3.601,30139,Hysteria; Paul Vidal; Pierrot assassin de sa femme; Pierrot lunaire; Sprechstimme,Final,"University of Ottawa, School of Music",Canada,CA,female,0.75,4,author1,Pierrot2011601_author1,1,1,0,1,pierrot_l.,Undefined,1
Esse2013709,Melina,NA,Esse,Melina Esse,Journal of the American Musicological Society,3,709 – 770,NA,Encountering the improvvisatrice in italian opera,66,2013,10.1525/jams.2013.66.3.709,30139,Authorship; Improvisation; Italian opera; Nineteenth-century; Pacini,Final,"Department of Musicology, Eastman School of Music, University of Rochester, United States",United States,US,female,1,6141,author1,Esse2013709_author1,1,1,0,1,esse_melina,Undefined,12
Watkins2011404,Holly,NA,Watkins,Holly Watkins,Journal of the American Musicological Society,2,404 – 408,NA,Musical ecologies of place and placelessness,64,2011,10.1525/jams.2011.64.2.404,30139,NA,Final,"Eastman School of Music, University of Rochester",United States,US,female,0.65,17,author1,Watkins2011404_author1,1,1,0,1,watkins_holly,Undefined,22
Mahon2013844,Maureen,NA,Mahon,Maureen Mahon,Journal of the American Musicological Society,3,844 – 848,NA,"Musicality, sexuality, and power: A practice theory approach",66,2013,10.1525/jams.2013.66.3.825,30139,NA,Final,"Department of Music, New York University, United States",United States,US,female,1,67890,author1,Mahon2013844_author1,1,1,0,1,mahon_maureen,Undefined,2
Móricz2001439,Klára,NA,Móricz,Klára Móricz,Journal of the American Musicological Society,3,439 – 491,NA,Sensuous pagans and righteous jews: Changing concepts of jewish identity in ernest Bloch's Jézabel and Schelomo,54,2001,10.1525/jams.2001.54.3.439,30139,NA,Final,"Amherst College, Department of Music",United States,US,female,0.92,13,author1,Móricz2001439_author1,1,1,0,1,móricz_klára,Undefined,14
Burgess2012383,Geoffrey,NA,Burgess,Geoffrey Burgess,Journal of the American Musicological Society,2,383 – 462,University of California Press,Enlightening harmonies: Rameau's corps sonore and the representation of the divine in the tragédie en musique,65,2012,10.1525/jams.2012.65.2.383,30139,Corps sonore; Freemasonry; Jean-Philippe Rameau; Louis de Cahusac; Tragédie en musique,Final,"Eastman School of Music, University of Rochester",United States,US,male,1,39,author1,Burgess2012383_author1,1,1,0,1,burgess_geoffrey,Undefined,5
Tsou2016255,Judy,NA,Tsou,Judy Tsou,Journal of the American Musicological Society,1,255 – 263,University of California Press,Digital and multimedia scholarship,69,2016,10.1525/jams.2016.69.1.255,30139,NA,Final,"University of Washington, School of Music",United States,US,female,0.98,88,author1,Tsou2016255_author1,1,1,0,1,tsou_judy,Undefined,1
Ladd2022273,Marco,NA,Ladd,Marco Ladd,Journal of the American Musicological Society,2,273 – 317,University of California Press,Synchronization as musical labor in Italian silent cinemas,75,2022,10.1525/jams.2022.75.2.273,30139,Italy; Labor; Law; Musicians; Silent cinema; Synchronization,Final,"Faculty of Music, University of Cambridge",United Kingdom,GB,male,1,176,author1,Ladd2022273_author1,1,1,0,1,ladd_marco,Open Access,2
Peraino2001209,Judith,A.,Peraino,Judith A. Peraino,Journal of the American Musicological Society,2,209 – 264,NA,Re-placing medieval music,54,2001,10.1525/jams.2001.54.2.209,30139,NA,Final,"Department of Music, Cornell University, United States, United States",United States,US,female,0.99,125,author1,Peraino2001209_author1,1,1,0,1,peraino_judith,Undefined,14
Howe2009271,Blake,NA,Howe,Blake Howe,Journal of the American Musicological Society,2,271 – 322,NA,"The allure of dissolution: Bodies, forces, and cyclicity in Schubert's final Mayrhofer settings",62,2009,10.1525/jams.2009.62.2.271,30139,Embodiment; Franz Schubert; Johann Mayrhofer; Musical space; Song cycle,Final,Louisiana State University,United States,US,male,1,5,author1,Howe2009271_author1,1,1,0,1,howe_blake,Undefined,9
Rumph2015497,Stephen,NA,Rumph,Stephen Rumph,Journal of the American Musicological Society,3,497 – 558,University of California Press,"Fauré and the effable: Theatricality, reflection, and semiosis in the mélodies",68,2015,10.1525/jams.2015.68.3.497,30139,Bergson; Fauré; Hermeneutics; Jankélévitch; Peirce,Final,"University of Washington, United States",United States,US,male,1,241671,author1,Rumph2015497_author1,1,1,0,1,rumph_stephen,Undefined,9
Szabo202143,Victor,NA,Szabo,Victor Szabo,Journal of the American Musicological Society,1,43 – 90,University of California Press,Pacifica radio's music from the hearts of space and the ambient sound of california's new age,74,2021,NA,30139,Ambient; Counterculture; Holism; New age; Radio; Space music,Final,Hampden–Sydney College,United States,US,male,0.99,596,author1,Szabo202143_author1,1,1,0,1,szabo_victor,Undefined,3
Sheppard2001303,William,Anthony,Sheppard,W. Anthony Sheppard,Journal of the American Musicological Society,2,303 – 357,NA,An exotic enemy: Anti-Japanese musical propaganda in World War II Hollywood,54,2001,10.1525/jams.2001.54.2.303,30139,NA,Final,"Department of Music, Williams College",United States,US,male,1,2,author1,Sheppard2001303_author1,1,1,0,1,sheppard_w.,Undefined,21
Simonson2012511,Mary,NA,Simonson,Mary Simonson,Journal of the American Musicological Society,2,511 – 555,NA,"Dancing the future, performing the past: Isadora Duncan and Wagnerism in the American imagination",65,2012,10.1525/jams.2012.65.2.511,30139,American modernism; Dance of the future; Early modern dance aesthetics; Isadora Duncan; Richard Wagner,Final,Colgate University,United States,US,female,0.99,270,author1,Simonson2012511_author1,1,1,0,1,simonson_mary,Undefined,6
Code2001493,David,J.,Code,David J. Code,Journal of the American Musicological Society,3,493 – 554,NA,Hearing Debussy reading Mallarmé: Music après Wagner in the Prélude à l'après-midi d'un faune,54,2001,10.1525/jams.2001.54.3.493,30139,NA,Final,"Department of Music, Bishop's University, QC, Canada",Canada,CA,male,1,100273,author1,Code2001493_author1,1,1,0,1,code_david,Undefined,20
Carrasco2018371,Clare,NA,Carrasco,Clare Carrasco,Journal of the American Musicological Society,2,371 – 438,University of California Press,"Zemlinsky’s “expressionist” moment: Critical reception of the second String Quartet, 1918–1924",71,2018,10.1525/jams.2018.71.2.371,30139,Alexander Zemlinsky; Arnold Schoenberg; Expressionism; Music criticism; Politics; Reception history,Final,"Oberlin College and Conservatory, Department of Music Theory",United States,US,female,0.63,8,author1,Carrasco2018371_author1,1,1,0,1,carrasco_clare,Undefined,2
Anderson2013639,Michael,Alan,Anderson,Michael Alan Anderson,Journal of the American Musicological Society,3,639 – 708,NA,"The one who comes after me: John the baptist, christian time, and symbolic musical techniques",66,2013,10.1525/jams.2013.66.3.639,30139,Canon; Johannes parvus; John the baptist; Manuscripts; Symbolic representation,Final,"Department of Musicology, Eastman School of Music, University of Rochester, United States",United States,US,male,1,1225359,author1,Anderson2013639_author1,1,1,0,1,anderson_michael,Undefined,7
Vellutini20201,Claudio,NA,Vellutini,Claudio Vellutini,Journal of the American Musicological Society,1,1 – 52,University of California Press,"Donizetti, Vienna, Cosmopolitanism",73,2020,10.1525/jams.2020.73.1.1,30139,Cosmopolitanism; Gaetano donizetti; Music criticism; Nationalism; Opera; Vienna,Final,"University of British Columbia, School of Music",Canada,CA,male,0.96,23,author1,Vellutini20201_author1,1,1,0,1,vellutini_claudio,Open Access,2
Parler202053,Samuel,NA,Parler,Samuel Parler,Journal of the American Musicological Society,1,53 – 94,University of California Press,DeFord Bailey in Country Music's Multiracial Canon,73,2020,10.1525/jams.2020.73.1.53,30139,Canonization; Country music; Deford bailey; Race; Radio,Final,"Department of Music, University of North Carolina at Chapel Hill",United States,US,male,0.97,758,author1,Parler202053_author1,1,1,0,1,parler_samuel,Undefined,2
Steege2011647,Benjamin,NA,Steege,Benjamin Steege,Journal of the American Musicological Society,3,647 – 687,NA,Janáček's Chronoscope,64,2011,10.1525/jams.2011.64.3.647,30139,Chronoscope; Leoš Janáček; Modernism; Psychology; Wilhelm Wundt,Final,"Columbia University, Department of Music",United States,US,male,0.98,266,author1,Steege2011647_author1,1,1,0,1,steege_benjamin,Undefined,4
Glahn2011399,Von,Denise,Glahn,Von Denise Glahn,Journal of the American Musicological Society,2,399 – 403,NA,American women and the nature of identity,64,2011,10.1525/jams.2011.64.2.399,30139,NA,Final,"Florida State University, College of Music",United States,US,female,1,2,author1,Glahn2011399_author1,1,1,0,1,glahn_von,Undefined,6
Chybowski2014125,Julia,J.,Chybowski,Julia J. Chybowski,Journal of the American Musicological Society,1,125 – 165,University of California Press,"Becoming the ""Black Swan"" in mid-nineteenth-century america: Elizabeth Taylor Greenfield's early life and debut concert tour",67,2014,10.1525/jams.2014.67.1.125,30139,Abolition; African American; Black Swan; Elizabeth Taylor Greenfield; Vocalist,Final,"Department of Music, University of Wisconsin-Oshkosh, United States",United States,US,female,1,126268,author1,Chybowski2014125_author1,1,1,0,1,chybowski_julia,Undefined,20
